Transcript: estamos 
confidence: 0.7777984142303467 

Word: estamos, start_time: 0.0, end_time: 59.9 
Word: tiver, start_time: 85.1, end_time: 86.1 
Word: lugar, start_time: 86.1, end_time: 86.4 
Word: Obrigado, start_time: 86.4, end_time: 87.4 
Word: pelo, start_time: 87.4, end_time: 87.6 
Word: convite, start_time: 87.6, end_time: 88.0 
Word: uma, start_time: 88.0, end_time: 88.5 
Word: honra, start_time: 88.5, end_time: 88.9 
Word: tá, start_time: 88.9, end_time: 89.2 
Word: dançando, start_time: 89.2, end_time: 90.0 
Word: atualizadas, start_time: 90.0, end_time: 90.8 
Word: uma, start_time: 90.8, end_time: 91.3 
Word: das, start_time: 91.3, end_time: 92.1 
Word: instituições, start_time: 92.1, end_time: 92.4 
Word: mais, start_time: 92.4, end_time: 92.7 
Word: respeitadas, start_time: 92.7, end_time: 92.9 
Word: e, start_time: 92.9, end_time: 93.6 
Word: admiradas, start_time: 93.6, end_time: 94.2 
Word: no, start_time: 94.2, end_time: 94.3 
Word: Brasil, start_time: 94.3, end_time: 94.7 
Word: e, start_time: 94.7, end_time: 95.5 
Word: Morena, start_time: 95.5, end_time: 97.1 
Word: russa, start_time: 97.1, end_time: 97.4 
Word: de, start_time: 97.4, end_time: 97.6 
Word: Janeiro, start_time: 97.6, end_time: 98.3 
Word: de, start_time: 98.3, end_time: 98.3 
Word: 2001, start_time: 98.3, end_time: 98.9 
Word: na, start_time: 98.9, end_time: 99.2 
Word: janela, start_time: 99.2, end_time: 99.7 
Word: fevereiro, start_time: 99.7, end_time: 100.6 
Word: de, start_time: 100.6, end_time: 100.7 
Word: 2003, start_time: 100.7, end_time: 101.3 
Word: dois, start_time: 101.3, end_time: 101.9 
Word: anos, start_time: 101.9, end_time: 102.0 
Word: como, start_time: 102.0, end_time: 102.8 
Word: adido, start_time: 102.8, end_time: 103.1 
Word: Militar, start_time: 103.1, end_time: 103.4 
Word: da, start_time: 103.4, end_time: 103.6 
Word: Embaixada, start_time: 103.6, end_time: 104.1 
Word: do, start_time: 104.1, end_time: 104.2 
Word: Brasil, start_time: 104.2, end_time: 104.3 
Word: na, start_time: 104.3, end_time: 104.7 
Word: Rússia, start_time: 104.7, end_time: 104.9 
Word: algumas, start_time: 104.9, end_time: 107.7 
Word: possuem, start_time: 107.7, end_time: 109.0 
Word: adido, start_time: 109.0, end_time: 109.6 
Word: militar, start_time: 109.6, end_time: 109.9 
Word: lojas, start_time: 109.9, end_time: 110.3 
Word: Adidas, start_time: 110.3, end_time: 110.6 
Word: policiais, start_time: 110.6, end_time: 111.3 
Word: outros, start_time: 111.3, end_time: 111.6 
Word: agentes, start_time: 111.6, end_time: 112.0 
Word: comerciais, start_time: 112.0, end_time: 112.6 
Word: na, start_time: 112.6, end_time: 113.9 
Word: rua, start_time: 113.9, end_time: 114.0 
Word: do, start_time: 114.0, end_time: 114.9 
Word: militar, start_time: 114.9, end_time: 115.4 
Word: que, start_time: 115.4, end_time: 115.6 
Word: representa, start_time: 115.6, end_time: 116.1 
Word: o, start_time: 116.1, end_time: 116.2 
Word: interesse, start_time: 116.2, end_time: 116.5 
Word: do, start_time: 116.5, end_time: 116.6 
Word: exército, start_time: 116.6, end_time: 116.8 
Word: Marinha, start_time: 116.8, end_time: 117.3 
Word: aeronáutica, start_time: 117.3, end_time: 117.4 
Word: e, start_time: 117.4, end_time: 118.5 
Word: também, start_time: 118.5, end_time: 119.0 
Word: ministério, start_time: 119.0, end_time: 119.4 
Transcript: distância pequena composta por um coronel tenente-coronel ou equivalente de outra força e mais um militar administrativo apenas três dias representa desinteresse do exército Não só entendo de observação entendo mas principalmente como como como reforço na embaixada para aumentar o relacionamento com o pai dele tá acreditando experiência muito interessante a Rússia vivia um momento um momento de transição entre o antigo sistema socialista e muita muita muitas coisas boas Muitas dificuldades país Fantástico não só pela beleza pela cultura Marcelo d e primeiro videoclipe da Mata foi mas não foi a primeira saída internacional eu tinha morado nos Estados Unidos um ano 95/96 aonde eu fiz um curso de políticas 
confidence: 0.9248009324073792 

Word: distância, start_time: 119.9, end_time: 121.3 
Word: pequena, start_time: 121.3, end_time: 121.6 
Word: composta, start_time: 121.6, end_time: 122.2 
Word: por, start_time: 122.2, end_time: 122.3 
Word: um, start_time: 122.3, end_time: 122.4 
Word: coronel, start_time: 122.4, end_time: 122.8 
Word: tenente-coronel, start_time: 122.8, end_time: 124.0 
Word: ou, start_time: 124.0, end_time: 124.5 
Word: equivalente, start_time: 124.5, end_time: 125.9 
Word: de, start_time: 125.9, end_time: 126.0 
Word: outra, start_time: 126.0, end_time: 126.3 
Word: força, start_time: 126.3, end_time: 126.6 
Word: e, start_time: 126.6, end_time: 127.2 
Word: mais, start_time: 127.2, end_time: 127.9 
Word: um, start_time: 127.9, end_time: 128.0 
Word: militar, start_time: 128.0, end_time: 129.0 
Word: administrativo, start_time: 129.0, end_time: 130.3 
Word: apenas, start_time: 130.3, end_time: 131.1 
Word: três, start_time: 131.1, end_time: 131.4 
Word: dias, start_time: 131.4, end_time: 132.6 
Word: representa, start_time: 132.6, end_time: 132.8 
Word: desinteresse, start_time: 132.8, end_time: 133.8 
Word: do, start_time: 133.8, end_time: 134.0 
Word: exército, start_time: 134.0, end_time: 134.4 
Word: Não, start_time: 134.4, end_time: 134.7 
Word: só, start_time: 134.7, end_time: 134.8 
Word: entendo, start_time: 134.8, end_time: 135.1 
Word: de, start_time: 135.1, end_time: 135.3 
Word: observação, start_time: 135.3, end_time: 135.9 
Word: entendo, start_time: 135.9, end_time: 136.4 
Word: mas, start_time: 136.4, end_time: 136.8 
Word: principalmente, start_time: 136.8, end_time: 137.1 
Word: como, start_time: 137.1, end_time: 137.6 
Word: como, start_time: 137.6, end_time: 138.0 
Word: como, start_time: 138.0, end_time: 138.7 
Word: reforço, start_time: 138.7, end_time: 139.5 
Word: na, start_time: 139.5, end_time: 139.6 
Word: embaixada, start_time: 139.6, end_time: 140.1 
Word: para, start_time: 140.1, end_time: 140.8 
Word: aumentar, start_time: 140.8, end_time: 141.5 
Word: o, start_time: 141.5, end_time: 141.6 
Word: relacionamento, start_time: 141.6, end_time: 141.7 
Word: com, start_time: 141.7, end_time: 142.5 
Word: o, start_time: 142.5, end_time: 142.6 
Word: pai, start_time: 142.6, end_time: 143.6 
Word: dele, start_time: 143.6, end_time: 144.2 
Word: tá, start_time: 144.2, end_time: 144.4 
Word: acreditando, start_time: 144.4, end_time: 144.8 
Word: experiência, start_time: 144.8, end_time: 146.7 
Word: muito, start_time: 146.7, end_time: 147.1 
Word: interessante, start_time: 147.1, end_time: 147.3 
Word: a, start_time: 147.3, end_time: 148.0 
Word: Rússia, start_time: 148.0, end_time: 148.4 
Word: vivia, start_time: 148.4, end_time: 148.5 
Word: um, start_time: 148.5, end_time: 148.8 
Word: momento, start_time: 148.8, end_time: 148.9 
Word: um, start_time: 148.9, end_time: 150.0 
Word: momento, start_time: 150.0, end_time: 150.1 
Word: de, start_time: 150.1, end_time: 150.5 
Word: transição, start_time: 150.5, end_time: 150.8 
Word: entre, start_time: 150.8, end_time: 152.4 
Word: o, start_time: 152.4, end_time: 152.6 
Word: antigo, start_time: 152.6, end_time: 153.1 
Word: sistema, start_time: 153.1, end_time: 153.3 
Word: socialista, start_time: 153.3, end_time: 154.8 
Word: e, start_time: 154.8, end_time: 155.0 
Word: muita, start_time: 155.0, end_time: 159.1 
Word: muita, start_time: 159.1, end_time: 159.4 
Word: muitas, start_time: 159.4, end_time: 160.0 
Word: coisas, start_time: 160.0, end_time: 160.3 
Word: boas, start_time: 160.3, end_time: 160.7 
Word: Muitas, start_time: 160.7, end_time: 160.8 
Word: dificuldades, start_time: 160.8, end_time: 161.6 
Word: país, start_time: 161.6, end_time: 162.6 
Word: Fantástico, start_time: 162.6, end_time: 163.1 
Word: não, start_time: 163.1, end_time: 163.9 
Word: só, start_time: 163.9, end_time: 164.0 
Word: pela, start_time: 164.0, end_time: 164.3 
Word: beleza, start_time: 164.3, end_time: 164.4 
Word: pela, start_time: 164.4, end_time: 164.9 
Word: cultura, start_time: 164.9, end_time: 165.5 
Word: Marcelo, start_time: 165.5, end_time: 165.9 
Word: d, start_time: 165.9, end_time: 166.2 
Word: e, start_time: 166.2, end_time: 167.2 
Word: primeiro, start_time: 167.2, end_time: 168.0 
Word: videoclipe, start_time: 168.0, end_time: 168.7 
Word: da, start_time: 168.7, end_time: 169.6 
Word: Mata, start_time: 169.6, end_time: 171.5 
Word: foi, start_time: 171.5, end_time: 171.7 
Word: mas, start_time: 171.7, end_time: 171.9 
Word: não, start_time: 171.9, end_time: 171.9 
Word: foi, start_time: 171.9, end_time: 172.1 
Word: a, start_time: 172.1, end_time: 172.2 
Word: primeira, start_time: 172.2, end_time: 172.4 
Word: saída, start_time: 172.4, end_time: 172.8 
Word: internacional, start_time: 172.8, end_time: 173.6 
Word: eu, start_time: 173.6, end_time: 173.8 
Word: tinha, start_time: 173.8, end_time: 173.9 
Word: morado, start_time: 173.9, end_time: 174.2 
Word: nos, start_time: 174.2, end_time: 174.4 
Word: Estados, start_time: 174.4, end_time: 174.7 
Word: Unidos, start_time: 174.7, end_time: 175.0 
Word: um, start_time: 175.0, end_time: 175.1 
Word: ano, start_time: 175.1, end_time: 175.4 
Word: 95/96, start_time: 175.4, end_time: 177.4 
Word: aonde, start_time: 177.4, end_time: 178.3 
Word: eu, start_time: 178.3, end_time: 178.3 
Word: fiz, start_time: 178.3, end_time: 178.5 
Word: um, start_time: 178.5, end_time: 178.5 
Word: curso, start_time: 178.5, end_time: 178.7 
Word: de, start_time: 178.7, end_time: 179.0 
Word: políticas, start_time: 179.0, end_time: 179.6 
Transcript: administração de Carvalho namorado lá nos Estados Unidos a minha segunda saída nós dois anos na Rússia uma boa experiência militar que nem todos têm essa oportunidade E aí o senhor volta para o Brasil em 2003 ou i30 2004 games que praticamente quase dois anos numa fonte na função de também da parte relações internacionais na 5ª subchefia do estado-maior do exército E aí fui promovido dezembro de 2004 ficou mandar brigada de Cuiabá 
confidence: 0.8977982997894287 

Word: administração, start_time: 179.9, end_time: 181.1 
Word: de, start_time: 181.1, end_time: 183.6 
Word: Carvalho, start_time: 183.6, end_time: 184.2 
Word: namorado, start_time: 184.2, end_time: 185.9 
Word: lá, start_time: 185.9, end_time: 186.1 
Word: nos, start_time: 186.1, end_time: 186.3 
Word: Estados, start_time: 186.3, end_time: 186.3 
Word: Unidos, start_time: 186.3, end_time: 186.5 
Word: a, start_time: 186.5, end_time: 186.9 
Word: minha, start_time: 186.9, end_time: 187.4 
Word: segunda, start_time: 187.4, end_time: 187.7 
Word: saída, start_time: 187.7, end_time: 188.1 
Word: nós, start_time: 188.1, end_time: 188.9 
Word: dois, start_time: 188.9, end_time: 189.0 
Word: anos, start_time: 189.0, end_time: 189.4 
Word: na, start_time: 189.4, end_time: 189.6 
Word: Rússia, start_time: 189.6, end_time: 190.3 
Word: uma, start_time: 190.3, end_time: 191.1 
Word: boa, start_time: 191.1, end_time: 191.4 
Word: experiência, start_time: 191.4, end_time: 191.7 
Word: militar, start_time: 191.7, end_time: 192.4 
Word: que, start_time: 192.4, end_time: 192.6 
Word: nem, start_time: 192.6, end_time: 192.7 
Word: todos, start_time: 192.7, end_time: 193.0 
Word: têm, start_time: 193.0, end_time: 193.1 
Word: essa, start_time: 193.1, end_time: 193.2 
Word: oportunidade, start_time: 193.2, end_time: 193.5 
Word: E, start_time: 193.5, end_time: 194.2 
Word: aí, start_time: 194.2, end_time: 195.6 
Word: o, start_time: 195.6, end_time: 195.7 
Word: senhor, start_time: 195.7, end_time: 196.0 
Word: volta, start_time: 196.0, end_time: 196.3 
Word: para, start_time: 196.3, end_time: 196.5 
Word: o, start_time: 196.5, end_time: 196.5 
Word: Brasil, start_time: 196.5, end_time: 196.7 
Word: em, start_time: 196.7, end_time: 197.1 
Word: 2003, start_time: 197.1, end_time: 198.2 
Word: ou, start_time: 198.2, end_time: 198.5 
Word: i30, start_time: 198.5, end_time: 199.1 
Word: 2004, start_time: 199.1, end_time: 204.9 
Word: games, start_time: 204.9, end_time: 205.4 
Word: que, start_time: 205.4, end_time: 205.5 
Word: praticamente, start_time: 205.5, end_time: 206.2 
Word: quase, start_time: 206.2, end_time: 206.7 
Word: dois, start_time: 206.7, end_time: 207.1 
Word: anos, start_time: 207.1, end_time: 207.1 
Word: numa, start_time: 207.1, end_time: 207.5 
Word: fonte, start_time: 207.5, end_time: 207.6 
Word: na, start_time: 207.6, end_time: 207.9 
Word: função, start_time: 207.9, end_time: 208.2 
Word: de, start_time: 208.2, end_time: 208.4 
Word: também, start_time: 208.4, end_time: 209.2 
Word: da, start_time: 209.2, end_time: 209.5 
Word: parte, start_time: 209.5, end_time: 209.7 
Word: relações, start_time: 209.7, end_time: 210.2 
Word: internacionais, start_time: 210.2, end_time: 210.9 
Word: na, start_time: 210.9, end_time: 211.5 
Word: 5ª, start_time: 211.5, end_time: 211.9 
Word: subchefia, start_time: 211.9, end_time: 212.2 
Word: do, start_time: 212.2, end_time: 212.5 
Word: estado-maior, start_time: 212.5, end_time: 212.6 
Word: do, start_time: 212.6, end_time: 213.0 
Word: exército, start_time: 213.0, end_time: 213.0 
Word: E, start_time: 213.0, end_time: 214.4 
Word: aí, start_time: 214.4, end_time: 214.8 
Word: fui, start_time: 214.8, end_time: 215.0 
Word: promovido, start_time: 215.0, end_time: 215.5 
Word: dezembro, start_time: 215.5, end_time: 216.2 
Word: de, start_time: 216.2, end_time: 216.3 
Word: 2004, start_time: 216.3, end_time: 217.7 
Word: ficou, start_time: 217.7, end_time: 218.2 
Word: mandar, start_time: 218.2, end_time: 218.5 
Word: brigada, start_time: 218.5, end_time: 219.1 
Word: de, start_time: 219.1, end_time: 219.2 
Word: Cuiabá, start_time: 219.2, end_time: 219.3 
Transcript: e onde estava quando ficou sabendo da minustah que o Brasil seria a comandar ela foi uma surpresa para mim deve ter me acontecido muita de surpresa para mim eu tava em Campo Grande mas eu trabalhava em Cuiabá naquele dia tava em Campo Grande recebeu um telefonema perguntando se era voluntário para ir para ir na realidade no Brasil a vaga Lara de general de divisão não era General Divisão de brigada eu mas o exército teve algum tipo de problema a rodagem 15 kg na divisão e a última e urgência tinha pressa no Brasil Brasil tem interesse de manter aquela vaga você não cumpre os prazos você pode perder a vaga 
confidence: 0.9346256256103516 

Word: e, start_time: 220.3, end_time: 220.4 
Word: onde, start_time: 220.4, end_time: 221.4 
Word: estava, start_time: 221.4, end_time: 222.0 
Word: quando, start_time: 222.0, end_time: 222.3 
Word: ficou, start_time: 222.3, end_time: 223.6 
Word: sabendo, start_time: 223.6, end_time: 223.8 
Word: da, start_time: 223.8, end_time: 224.4 
Word: minustah, start_time: 224.4, end_time: 224.9 
Word: que, start_time: 224.9, end_time: 225.1 
Word: o, start_time: 225.1, end_time: 225.2 
Word: Brasil, start_time: 225.2, end_time: 225.5 
Word: seria, start_time: 225.5, end_time: 226.0 
Word: a, start_time: 226.0, end_time: 226.2 
Word: comandar, start_time: 226.2, end_time: 226.9 
Word: ela, start_time: 226.9, end_time: 227.7 
Word: foi, start_time: 227.7, end_time: 228.9 
Word: uma, start_time: 228.9, end_time: 229.0 
Word: surpresa, start_time: 229.0, end_time: 229.1 
Word: para, start_time: 229.1, end_time: 229.5 
Word: mim, start_time: 229.5, end_time: 229.7 
Word: deve, start_time: 229.7, end_time: 230.0 
Word: ter, start_time: 230.0, end_time: 230.5 
Word: me, start_time: 230.5, end_time: 230.6 
Word: acontecido, start_time: 230.6, end_time: 230.8 
Word: muita, start_time: 230.8, end_time: 231.4 
Word: de, start_time: 231.4, end_time: 231.5 
Word: surpresa, start_time: 231.5, end_time: 232.2 
Word: para, start_time: 232.2, end_time: 232.3 
Word: mim, start_time: 232.3, end_time: 232.5 
Word: eu, start_time: 232.5, end_time: 233.2 
Word: tava, start_time: 233.2, end_time: 234.5 
Word: em, start_time: 234.5, end_time: 234.7 
Word: Campo, start_time: 234.7, end_time: 236.1 
Word: Grande, start_time: 236.1, end_time: 236.6 
Word: mas, start_time: 236.6, end_time: 236.8 
Word: eu, start_time: 236.8, end_time: 236.9 
Word: trabalhava, start_time: 236.9, end_time: 237.3 
Word: em, start_time: 237.3, end_time: 237.4 
Word: Cuiabá, start_time: 237.4, end_time: 237.8 
Word: naquele, start_time: 237.8, end_time: 238.1 
Word: dia, start_time: 238.1, end_time: 238.4 
Word: tava, start_time: 238.4, end_time: 238.6 
Word: em, start_time: 238.6, end_time: 238.7 
Word: Campo, start_time: 238.7, end_time: 239.0 
Word: Grande, start_time: 239.0, end_time: 239.3 
Word: recebeu, start_time: 239.3, end_time: 239.8 
Word: um, start_time: 239.8, end_time: 239.8 
Word: telefonema, start_time: 239.8, end_time: 240.1 
Word: perguntando, start_time: 240.1, end_time: 241.5 
Word: se, start_time: 241.5, end_time: 241.6 
Word: era, start_time: 241.6, end_time: 241.8 
Word: voluntário, start_time: 241.8, end_time: 242.3 
Word: para, start_time: 242.3, end_time: 242.5 
Word: ir, start_time: 242.5, end_time: 242.5 
Word: para, start_time: 242.5, end_time: 242.7 
Word: ir, start_time: 242.7, end_time: 242.8 
Word: na, start_time: 242.8, end_time: 243.8 
Word: realidade, start_time: 243.8, end_time: 244.0 
Word: no, start_time: 244.0, end_time: 244.4 
Word: Brasil, start_time: 244.4, end_time: 244.5 
Word: a, start_time: 244.5, end_time: 245.4 
Word: vaga, start_time: 245.4, end_time: 245.8 
Word: Lara, start_time: 245.8, end_time: 246.0 
Word: de, start_time: 246.0, end_time: 246.1 
Word: general, start_time: 246.1, end_time: 246.5 
Word: de, start_time: 246.5, end_time: 246.5 
Word: divisão, start_time: 246.5, end_time: 246.9 
Word: não, start_time: 246.9, end_time: 247.2 
Word: era, start_time: 247.2, end_time: 247.5 
Word: General, start_time: 247.5, end_time: 247.8 
Word: Divisão, start_time: 247.8, end_time: 248.0 
Word: de, start_time: 248.0, end_time: 248.4 
Word: brigada, start_time: 248.4, end_time: 249.2 
Word: eu, start_time: 249.2, end_time: 250.3 
Word: mas, start_time: 250.3, end_time: 251.2 
Word: o, start_time: 251.2, end_time: 251.4 
Word: exército, start_time: 251.4, end_time: 251.9 
Word: teve, start_time: 251.9, end_time: 252.2 
Word: algum, start_time: 252.2, end_time: 252.4 
Word: tipo, start_time: 252.4, end_time: 253.5 
Word: de, start_time: 253.5, end_time: 253.6 
Word: problema, start_time: 253.6, end_time: 253.9 
Word: a, start_time: 253.9, end_time: 254.9 
Word: rodagem, start_time: 254.9, end_time: 255.9 
Word: 15, start_time: 255.9, end_time: 257.0 
Word: kg, start_time: 257.0, end_time: 259.0 
Word: na, start_time: 259.0, end_time: 259.1 
Word: divisão, start_time: 259.1, end_time: 259.8 
Word: e, start_time: 259.8, end_time: 260.5 
Word: a, start_time: 260.5, end_time: 260.6 
Word: última, start_time: 260.6, end_time: 261.4 
Word: e, start_time: 261.4, end_time: 261.6 
Word: urgência, start_time: 261.6, end_time: 262.5 
Word: tinha, start_time: 262.5, end_time: 262.6 
Word: pressa, start_time: 262.6, end_time: 262.9 
Word: no, start_time: 262.9, end_time: 263.2 
Word: Brasil, start_time: 263.2, end_time: 263.8 
Word: Brasil, start_time: 263.8, end_time: 264.3 
Word: tem, start_time: 264.3, end_time: 264.5 
Word: interesse, start_time: 264.5, end_time: 264.8 
Word: de, start_time: 264.8, end_time: 264.9 
Word: manter, start_time: 264.9, end_time: 265.0 
Word: aquela, start_time: 265.0, end_time: 265.5 
Word: vaga, start_time: 265.5, end_time: 265.9 
Word: você, start_time: 265.9, end_time: 266.7 
Word: não, start_time: 266.7, end_time: 266.8 
Word: cumpre, start_time: 266.8, end_time: 267.1 
Word: os, start_time: 267.1, end_time: 267.1 
Word: prazos, start_time: 267.1, end_time: 267.2 
Word: você, start_time: 267.2, end_time: 267.6 
Word: pode, start_time: 267.6, end_time: 267.9 
Word: perder, start_time: 267.9, end_time: 268.2 
Word: a, start_time: 268.2, end_time: 268.2 
Word: vaga, start_time: 268.2, end_time: 268.3 
Transcript: ele perguntar dá seu telefone para cancelar voltar para ti eu falei olha eu não sou sinal divisão não não tem problema só aceitar é uma emergência falei tá bom vamos dar uma saidinha aqui em Nova York fazer uma medida foi dezembro de 2006 Fazenda 2 dias você tem que estar na posição de 4 de 2006 se eu tinha algum contato maior com a conexão do wi-fi não estava trabalhando em 2004 nasce na 5ª subchefia foi quando o Brasil Decidiu ir para Itu Isso aí foi uma iniciativa na realidade o que eu vejo como esse 
confidence: 0.9325965046882629 

Word: ele, start_time: 269.1, end_time: 269.7 
Word: perguntar, start_time: 269.7, end_time: 270.5 
Word: dá, start_time: 270.5, end_time: 271.1 
Word: seu, start_time: 271.1, end_time: 271.5 
Word: telefone, start_time: 271.5, end_time: 271.9 
Word: para, start_time: 271.9, end_time: 272.5 
Word: cancelar, start_time: 272.5, end_time: 273.0 
Word: voltar, start_time: 273.0, end_time: 273.4 
Word: para, start_time: 273.4, end_time: 273.7 
Word: ti, start_time: 273.7, end_time: 274.2 
Word: eu, start_time: 274.2, end_time: 274.4 
Word: falei, start_time: 274.4, end_time: 274.6 
Word: olha, start_time: 274.6, end_time: 274.8 
Word: eu, start_time: 274.8, end_time: 274.9 
Word: não, start_time: 274.9, end_time: 275.0 
Word: sou, start_time: 275.0, end_time: 275.2 
Word: sinal, start_time: 275.2, end_time: 275.5 
Word: divisão, start_time: 275.5, end_time: 275.8 
Word: não, start_time: 275.8, end_time: 276.7 
Word: não, start_time: 276.7, end_time: 276.9 
Word: tem, start_time: 276.9, end_time: 277.1 
Word: problema, start_time: 277.1, end_time: 277.2 
Word: só, start_time: 277.2, end_time: 277.7 
Word: aceitar, start_time: 277.7, end_time: 278.1 
Word: é, start_time: 278.1, end_time: 279.0 
Word: uma, start_time: 279.0, end_time: 279.1 
Word: emergência, start_time: 279.1, end_time: 279.3 
Word: falei, start_time: 279.3, end_time: 280.1 
Word: tá, start_time: 280.1, end_time: 280.8 
Word: bom, start_time: 280.8, end_time: 281.0 
Word: vamos, start_time: 281.0, end_time: 282.8 
Word: dar, start_time: 282.8, end_time: 282.9 
Word: uma, start_time: 282.9, end_time: 283.9 
Word: saidinha, start_time: 283.9, end_time: 284.2 
Word: aqui, start_time: 284.2, end_time: 284.4 
Word: em, start_time: 284.4, end_time: 284.5 
Word: Nova, start_time: 284.5, end_time: 284.8 
Word: York, start_time: 284.8, end_time: 284.8 
Word: fazer, start_time: 284.8, end_time: 285.4 
Word: uma, start_time: 285.4, end_time: 285.5 
Word: medida, start_time: 285.5, end_time: 287.4 
Word: foi, start_time: 287.4, end_time: 289.0 
Word: dezembro, start_time: 289.0, end_time: 289.5 
Word: de, start_time: 289.5, end_time: 289.6 
Word: 2006, start_time: 289.6, end_time: 290.4 
Word: Fazenda, start_time: 290.4, end_time: 294.7 
Word: 2, start_time: 294.7, end_time: 295.1 
Word: dias, start_time: 295.1, end_time: 295.3 
Word: você, start_time: 295.3, end_time: 295.4 
Word: tem, start_time: 295.4, end_time: 295.5 
Word: que, start_time: 295.5, end_time: 295.6 
Word: estar, start_time: 295.6, end_time: 295.8 
Word: na, start_time: 295.8, end_time: 295.8 
Word: posição, start_time: 295.8, end_time: 300.6 
Word: de, start_time: 300.6, end_time: 301.2 
Word: 4, start_time: 301.2, end_time: 305.3 
Word: de, start_time: 305.3, end_time: 306.5 
Word: 2006, start_time: 306.5, end_time: 307.5 
Word: se, start_time: 307.5, end_time: 309.1 
Word: eu, start_time: 309.1, end_time: 309.2 
Word: tinha, start_time: 309.2, end_time: 309.3 
Word: algum, start_time: 309.3, end_time: 309.5 
Word: contato, start_time: 309.5, end_time: 309.8 
Word: maior, start_time: 309.8, end_time: 310.2 
Word: com, start_time: 310.2, end_time: 310.4 
Word: a, start_time: 310.4, end_time: 310.5 
Word: conexão, start_time: 310.5, end_time: 311.4 
Word: do, start_time: 311.4, end_time: 311.5 
Word: wi-fi, start_time: 311.5, end_time: 311.6 
Word: não, start_time: 311.6, end_time: 314.7 
Word: estava, start_time: 314.7, end_time: 316.2 
Word: trabalhando, start_time: 316.2, end_time: 316.6 
Word: em, start_time: 316.6, end_time: 317.0 
Word: 2004, start_time: 317.0, end_time: 318.2 
Word: nasce, start_time: 318.2, end_time: 318.6 
Word: na, start_time: 318.6, end_time: 319.5 
Word: 5ª, start_time: 319.5, end_time: 319.8 
Word: subchefia, start_time: 319.8, end_time: 320.1 
Word: foi, start_time: 320.1, end_time: 321.4 
Word: quando, start_time: 321.4, end_time: 321.6 
Word: o, start_time: 321.6, end_time: 321.8 
Word: Brasil, start_time: 321.8, end_time: 322.1 
